"codiceOrigine","codiceMeccanografico","descrizione","annoCorsoInizio","durataAnni","terminale","attivo"
"1553","PSDB","BIENNIO SCIENTIFICO (C2) ""COMMISSIONE BROCCA""","","","NO","SI"
"1554","PSDC","TRIENNIO SOC.PS.PEDAGOGICO (B1) ""COMMISSIONE BROCCA""","","","NO","SI"
"1555","PSDD","TRIENNIO SOC.PS.PEDAGOGICO (B2) ""COMMISSIONE BROCCA""","","","NO","SI"
"1556","PSDE","SCIENTIFICO TECNOLOGICO PROTEO - RMPS12000G","","","NO","SI"
"1557","PSDF","QUINQUENNIO SCIENT. TECNOL. 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"1558","PSDG","SCIENTIFICO PROTEO - RMPS12000G","","","NO","SI"
"1559","PSDH","LINGUISTICO PROTEO - RMPS12000G","","","NO","SI"
"1560","PSDI","SCIENTIFICO PROTEO - LUPS01000C","","","NO","SI"
"1561","PSDJ","DIRITTO ED ECONOMIA (2-2-2-2-2) SEZ. CLASS. C.M. 333","","","NO","SI"
"1562","PSDK","LINGUISTICO - PROGETTO PILOTA","1","5","SI","SI"
"1563","PSDL","LINGUISTICO PROTEO - LUPS01000C","","","NO","SI"
"1564","PSDM","SCIENTIFICO  TECNOLOGICO PROTEO - BSPS01000D","","","NO","SI"
"1565","PSDN","SCIENTIFICO (TN)","1","5","SI","SI"
"1566","PSDP","QUINQUENNIO SCIENTIFICO 1 ""COMMISSIONE BROCCA""","","","NO","SI"
"1567","PSDQ","BIENNIO FIPS09000T","","","NO","SI"
"1568","PSDR","BIENNIO FIPS09001V","","","NO","SI"
"1569","PSDS","TRIENNIO LINGUISTICO (B18) ""COMMISSIONE BROCCA""","","","NO","SI"
"1570","PSDT","PTRIENNIO LINGUISTICO (B17) ""COMMISSIONE BROCCA""","","","NO","SI"
"1571","PSDU","TRIENNIO LINGUISTICO (B16) ""COMMISSIONE BROCCA""","","","NO","SI"
"1572","PSDV","TRIENNIO LINGUISTICO (B15) ""COMMISSIONE BROCCA""","","","NO","SI"
"1573","PSDW","TRIENNIO LINGUISTICO (B14) ""COMMISSIONE BROCCA""","","","NO","SI"
"1574","PSDX","TRIENNIO LINGUISTICO (B13) ""COMMISSIONE BROCCA""","","","NO","SI"
"1575","PSDY","TRIENNIO LINGUISTICO (B12) ""COMMISSIONE BROCCA""","","","NO","SI"
"1576","PSDZ","TRIENNIO LINGUISTICO (B11) ""COMMISSIONE BROCCA""","","","NO","SI"
"1577","PSE1","C.M. 27 BIENNIO LINGUISTICO 8","","","NO","SI"
"1578","PSE2","SOCIO PSICO PEDAGOGICO 5 ""COMM. BROCCA""","","","NO","SI"
"1579","PSE3","SOCIO PSICO PEDAGOGICO 6 ""COMM. BROCCA""","","","NO","SI"
"1580","PSE4","SOCIO PSICO PEDAGOGICO 7 ""COMM. BROCCA""","","","NO","SI"
"1581","PSE5","SOCIO PSICO PEDAGOGICO 8 ""COMM. BROCCA""","","","NO","SI"
"1582","PSE6","SOCIO PSICO PEDAGOGICO 9 ""COMM. BROCCA""","","","NO","SI"
"1583","PSE7","SOCIO PSICO PEDAGOGICO 10 ""COMM. BROCCA""","","","NO","SI"
"1584","PSE8","SOCIO PSICO PEDAGOGICO 11 ""COMM. BROCCA""","","","NO","SI"
"1585","PSE9","SOCIO PSICO PEDAGOGICO 12 ""COMM. BROCCA""","","","NO","SI"
"1586","PSEA","BIENNIO SOC. PS. PEDAGOGICO (B4) COMMISSIONE BROCCA","","","NO","SI"
"1587","PSEB","BIENNIO SOC. PS. PEDAGOGICO (B3) COMMISSIONE BROCCA","","","NO","SI"
"1588","PSEC","BIENNIO LINGUISTICO (B8) COMMISSIONE BROCCA","","","NO","SI"
"1589","PSED","BIENNIO LINGUISTICO (B9) COMMISSIONE BROCCA","","","NO","SI"
"1590","PSEE","TRIENNIO SOC. PS. PEDAGOGICO (B12) ""COMMISSIONE BROCCA""","3","3","SI","SI"
"1591","PSEF","C. M. 27 BIENNIO PEDAG.SOC 2","","","NO","SI"
"1592","PSEG","C. M. 27 BIENNIO LINGUISTICO (A6)","","","NO","SI"
"1593","PSEH","C. M. 27 BIENNIO LINGUISTICO (A5)","","","NO","SI"
"1594","PSEI","SCIENTIFICO AUTONOMO - FEPS020008","","","NO","SI"
"1595","PSEJ","DIRITTO ED ECONOMIA (2-2-2-2-2)SEZ.CLASS. C.M.332","","","NO","SI"
"1596","PSEK","TRIENNIO SOC. PS. PEDAGOGICO (B14) ""COMMISSIONE BROCCA""","","","NO","SI"
"1597","PSEL","TRIENNIO SCIENTIFICO (A8) ""COMMISSIONE BROCCA""","","","NO","SI"
"1598","PSEM","TRIENNIO SCIENTIFICO (A9) ""COMMISSIONE BROCCA""","","","NO","SI"
"1599","PSEN","C.M.27 TRIENNIO LINGUISTICO 11","","","NO","SI"
"1600","PSEP","C.M.27 TRIENNIO LINGUISTICO 12","","","NO","SI"
"1601","PSEQ","LINGUA STRANIERA (3-3-3) SC.MAG.LE C.M.198","","","NO","SI"
"1602","PSER","STORIA DELL'ARTE SEZ. CL.(2-2-2-2-2)C.M.295","","","NO","SI"
"1603","PSES","TRIENNIO SOC. PS. PEDAGOGICO (R1) ""COMMISSIONE BROCCA""","","","NO","SI"
"1604","PSET","TRIENNIO SOC. PS. PEDAGOGICO (R2) ""COMMISSIONE BROCCA""","","","NO","SI"
"1516","PSC9","INGUISTICO COMMISSIONE BROCCA","","","NO","SI"
"1424","PS8N","STORIA DELL'ARTE 3 SEZ.CL. C/O SC. (1-1-1-1-2)","","","NO","SI"
"1425","PS8Q","DISEGNO E STORIA DELL'ARTE 7 CLASSE A025 (2-2-3-3-3)","","","NO","SI"
"1426","PS90","C.M.27 TRIENNIO LINGUISTICO 2","","","NO","SI"
"1427","PS91","C.M.27 TRIENNIO LINGUISTICO 1","","","NO","SI"
"1428","PS9B","GIURIDICO ECONOMICO AZIENDALE PSPS03000R","","","NO","SI"
"1429","PS9D","TRIENNIO SCIENTIFICO (A2) ""COMMISSIONE BROCCA""","","","NO","SI"
"1523","PSCG","SCIENTIFICO TECNOLOGICO AUTONOMO - CEPS07000V","","","NO","SI"
"1614","PSF4","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1615","PSF5","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1616","PSF6","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1617","PSF7","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1618","PSF8","LINGUISTICO ""COMMISSIONE  BROCCA""","","","NO","SI"
"1619","PSF9","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"1620","PSFA","SCIENTIFICO AUTONOMO -AVPS03000G","","","NO","SI"
"1531","PSCO","TRIENNIO LINGUISTICO (L. SLOVENA) COMMISSIONE BROCCA","","","NO","SI"
"1440","PSA2","BIENNIO CLASSICO (B6) - ""COMMISSIONE BROCCA""","","","NO","SI"
"1441","PSA3","QUINQUENNIO AUTONOMIA ""LINGUISTICO""","","","NO","SI"
"1442","PSA4","BIENNIO SOC. PS. PEDAGOGICO (B5) - ""COMMISSIONE BROCCA""","","","NO","SI"
"1443","PSA5","QUINQUENNIO AUTONOMIA ""SCIENTIFICO""","","","NO","SI"
"1444","PSA6","QUINQUENNIO AUTONOMIA ""SCIENT. TECNOLOGICO""","","","NO","SI"
"1445","PSA7","QUINQUENNIO AUTONOMIA ""CLASSICO""","","","NO","SI"
"1446","PSA8","C.M. 27 BIENNIO LINGUISTICO 5","","","NO","SI"
"1447","PSA9","BIENNIO SCIENTIFICO (A5) ""PROGETTO BROCCA""","","","NO","SI"
"1448","PSAA","BIENNIO LINGUISTICO (B2) ""PROGETTO BROCCA""","","","NO","SI"
"1449","PSAB","BIENNIO SC.TECNOLOGICO (A2) ""PROGETTO BROCCA""","1","2","NO","SI"
"1450","PSAC","LINGUISTICO C.M.27","","","NO","SI"
"1451","PSAD","LINGUISTICO BROCCA","","","NO","SI"
"1452","PSAE","BIENNIO SCIENTIFICO (A2) ""PROGETTO BROCCA""","","","NO","SI"
"1453","PSAF","SCIENTIFICO AUTONOMO - LEPS01201B -","","","NO","SI"
"1454","PSAG","P.N.I. MAT. E FIS. TN (M 0-0-5-5-5/F 0-0-3-3-3)","","","NO","SI"
"1455","PSAH","SOCIO PSICO PEDAGOGICO BROCCA","","","NO","SI"
"1456","PSAI","LINGUA STRANIERA (4-4-3-3-3)","","","NO","SI"
"1457","PSAJ","BIENNIO SC.TECNOLOGICO (A7) - ""PROGETTO BROCCA""","","","NO","SI"
"1458","PSAK","INDIRIZZI AUTONOMI ""SCIENZE SOCIALI""","1","5","SI","SI"
"1459","PSAL","BIENNIO CLASSICO (B1) ""PROGETTO BROCCA""","","","NO","SI"
"1460","PSAM","P.N.I. MAT. TN (M 0-0-5-5-5/ F 0-0-2-3-3)","","","NO","SI"
"1461","PSAN","PNI FISICA (M 3-3-3/ F 3-3-3-3-3) A049","","","NO","SI"
"1462","PSAO","P.N.I. MAT. E FIS. (M 4-4-3-3-3/F 2-2-2-2-2) SEZ. CL.","","","NO","SI"
"1463","PSAP","BIENNIO SC. TECNOLOGICO (A3) ""PROGETTO BROCCA""","","","NO","SI"
"1464","PSAQ","BIENNIO SOC. PS. PEDAGOGICO (B1) ""PROGETTO BROCCA""","","","NO","SI"
"1465","PSAR","BIENNIO SCIENTIFICO (A3) ""PROGETTO BROCCA""","","","NO","SI"
"1466","PSAS","BIENNIO LINGUISTICO (B4) ""PROGETTO BROCCA""","","","NO","SI"
"1467","PSAT","BIENNIO LINGUISTICO (B3) ""PROGETTO BROCCA""","","","NO","SI"
"1468","PSAU","BIENNIO LINGUISTICO (B5)""PROGETTO BROCCA""","","","NO","SI"
"1469","PSAV","BIENNIO LINGUISTICO (L. SLOVENA)  COMMISSIONE BROCCA","","","NO","SI"
"1470","PSAW","BIENNIO LINGUISTICO (B11) - ""COMMISSIONE BROCCA""","","","NO","SI"
"1471","PSAX","C.M. 27 BIENNIO LINGUISTICO 7","","","NO","SI"
"1472","PSAY","C.M. 27 BIENNIO PEDAGOGICO SOC. 1","","","NO","SI"
"1473","PSAZ","BIENNIO LINGUISTICO (B7) COMMISSIONE BROCCA","","","NO","SI"
"1380","PS4O","SCIENZE NATURALI 7 (3-4-4-3-2)","","","NO","SI"
"1381","PS4Q","SCIENZE NATURALI 9  (2-4-4-4-2)","","","NO","SI"
"1382","PS4S","SCIENZE NATURALI 11 (3-3-3-3-2)","","","NO","SI"
"1383","PS4U","SCIENZE NATURALI 13 (3-3-4-4-3)","","","NO","SI"
"1384","PS4X","SCIENZE NATURALI 16 (4-4-3-3-3)","","","NO","SI"
"1385","PS4Y","SCIENZE NATURALI 17  (2-4-4-4-3)","","","NO","SI"
"1386","PS4Z","SCIENZE NATURALI 18 (2-4-4-4-2)","","","NO","SI"
"1387","PS5H","INFORMATICA 4 - CLASSE A042 (3-3-3-3-2)","","","NO","SI"
"1388","PS5P","FISICO-MATEMATICO - LIPS030007","","","NO","SI"
"1389","PS5Q","CHIMICO-BIOLOGICO - LIPS030007","","","NO","SI"
"1390","PS5R","SCIENTIFICO - BAPS04000Q","","","NO","SI"
"1391","PS5V","SCIENZE NATURALI 2  SEZ. CLAS. C/O SCIENT. (3-3-3-3-3)","","","NO","SI"
"1392","PS5Z","LINGUISTICO - NAPS110002","","","NO","SI"
"1393","PS60","LINGUISTIC0 - SRPS03000V","","","NO","SI"
"1394","PS61","SCIENTIFICO BOPS030004","","","NO","SI"
"1395","PS63","SCIENTIFICO-FISICO-MATEMATICO - TNPS04000P","","","NO","SI"
"1396","PS64","LINGUISTICO MODERNO - TNPS04000P","","","NO","SI"
"1397","PS67","LINGUISTICO - PGPS04000V","","","NO","SI"
"1398","PS6B","LINGUISTICO - CSPS05000R","","","NO","SI"
"1399","PS6D","LINGUISTICO - CLPS020003","","","NO","SI"
"1400","PS6E","LINGUISTICO - ALPS050005","","","NO","SI"
"1401","PS6M","LINGUISTICO - RMPS24000N","","","NO","SI"
"1402","PS6N","LINGUISTICO - MOPS06000T","","","NO","SI"
"1403","PS6P","LINGUISTICO - TBPS040003","","","NO","SI"
"1404","PS6S","LINGUISTICO - VRPS020006","","","NO","SI"
"1405","PS6T","LINGUISTICO - VRPS06000L","","","NO","SI"
"1406","PS6V","PEDAGOGICO - BAPS180003","","","NO","SI"
"1407","PS6Y","LINGUISTICO CTPS01000D","","","NO","SI"
"1408","PS6Z","LINGUISTICO BOPS030004","","","NO","SI"
"1409","PS70","SCIENZE NATURALI 27 (4-4-3-4-3)","","","NO","SI"
"1410","PS72","I LINGUA STRANIERA 9 (3-4-3-3-4)","","","NO","SI"
"1411","PS73","LINGUA STRANIERA SEZ. MAGISTRALE C/O SC. (4-4-3-3)","","","NO","SI"
"1412","PS7I","LINGUISTICO - AQPS03000Q","","","NO","SI"
"1413","PS7M","LINGUISTICO - MIPS340002","","","NO","SI"
"1414","PS7O","LINGUISTICO - NUPS03000E","","","NO","SI"
"1415","PS7P","LINGUISTICO - RMPS300004","","","NO","SI"
"1416","PS7R","LINGUISTICO-LETTERARIO MODERNO - MTPS020005","","","NO","SI"
"1417","PS7S","LINGUISTICO - SAPS050002","","","NO","SI"
"1418","PS7U","LINGUISTICO - CSPS15000N","","","NO","SI"
"1419","PS7W","LINGUISTICO - RMPS320009","","","NO","SI"
"1420","PS7X","LINGUISTICO - VRPS03000R","","","NO","SI"
"1421","PS87","MAT. E FIS. BIENNIO PNI-SEZ.MAG. C/O SCIENT.(4-4/2-2)","","","NO","SI"
"1320","PMTW","SOCIO PEDAGOGICO - SPPM01000D","","","NO","SI"
"1422","PS8I","STORIA DELL'ARTE 7 SEZ.CLA.C/O SC.(2-2-2-2-2)","","","NO","SI"
"1226","PMNB","LINGUISTICO AUTONOMO RMPM010005","","","NO","SI"
"1227","PMNC","SOCIO PSICO PEDAGOGICO AUTONOMO RMPM010005","","","NO","SI"
"1228","PMND","PEDAGOGICO SOCIALE AUTONOMO PNPM010009","","","NO","SI"
"1229","PMNE","SOCIO PEDAGOGICO AUTONOMO CNPM02000P","","","NO","SI"
"1230","PMNF","PEDAGOGICO MUSICALE AUTONOMO CNPM02000P","","","NO","SI"
"1231","PMNG","SOCIO ECONOMICO AUTONOMO CNPM02000P","","","NO","SI"
"1328","PMU8","TRIENNIO SOC.PS.PEDAGOGICO (A11) - COMMISSIONE BROCCA","3","3","SI","SI"
"1431","PS9O","PNI MAT. (M.4-4-4-4/F0-0-2-2) SEZ. MAG. A049","","","NO","SI"
"1432","PS9P","INDIRIZZO SCIENTIFICO 1L (TB)","","","NO","SI"
"1433","PS9Q","INDIRIZZO SCIENTIFICO 2 (TB)","","","NO","SI"
"1434","PS9R","TRIENNIO LINGUISTICO (B2) ""COMMISSIONE BROCCA""","","","NO","SI"
"1435","PS9S","C.M. 27 BIENNIO LINGUISTICO (A4)","","","NO","SI"
"1337","PMUT","SOCIO-PSICO-PEDAGOGICO - TAPM020008","","","NO","SI"
"1436","PS9W","C.M.27 TRIENNIO PEDAGOGICO SOC. 1","","","NO","SI"
"1437","PS9X","C.M.27 TRIENNIO LINGUISTICO 3","","","NO","SI"
"1438","PS9Z","BIENNIO SC. TECNOLOGICO (A5) ""COMMISSIONE BROCCA""","","","NO","SI"
"1241","PMNR","SCIENZE DELLA FORMAZIONE AUTONOMO-CBPM06001E","","","NO","SI"
"1242","PMNS","PEDAGOGICO SOCIALE  AUTONOMO-CAPM04000N","","","NO","SI"
"1243","PMNT","CLASSICO AUTONOMO FGPM040005","","","NO","SI"
"1244","PMNU","SCIENTIFICO TECNOLOGICO AUTONOMO FGPM040005","","","NO","SI"
"1245","PMNV","SCIENZE DELL'EDUCAZIONE UTONOMA FGPM040005","","","NO","SI"
"1246","PMNW","LINGUISTICO AUTONOMO FGPM040005","","","NO","SI"
"1247","PMNX","LINGUISTICO AUTONOMO -LTPM010002","","","NO","SI"
"1248","PMNY","PEDAGOGICO AUTONOMO -LTPM02000L","","","NO","SI"
"1249","PMNZ","LINGUISTICO AUTONOMO-LEPM01000Q","","","NO","SI"
"1250","PMP1","LINGUISTICO AUTONOMO BAPM030006","","","NO","SI"
"1251","PMP2","SOCIO PSICO PEDAGOGICO AUTONOMO VRPM01000L","","","NO","SI"
"1252","PMP3","PEDAGOGICO SOCIALE AUTONOMO -UDPM040005","","","NO","SI"
"1253","PMP4","PEDAGOGICO SOCIALE AUTONOMO -UDPM010009","","","NO","SI"
"1254","PMP5","LINGUISTICO AUTONOMO -UDPM010009","","","NO","SI"
"1255","PMP6","PSICO PEDAGOGICO AUTONOMO -TOPM050003","","","NO","SI"
"1256","PMP7","LINGUISTICO AUTONOMO -MNPM010005","","","NO","SI"
"1257","PMP8","SCIENTIFICO AUTONOMO -MNPM010005","","","NO","SI"
"1258","PMP9","SCIENTIFICO TECNOLOGICO AUTONOMO -MNPM010005","","","NO","SI"
"1259","PMPA","INDIRIZZO AUTONOMO SCIENZE SOCIALI- GOPM020002","","","NO","SI"
"1260","PMPB","SCIENZE DELLA FORMAZIONE AUTONOMO TAPM020008","","","NO","SI"
"1261","PMPC","LINGUISTICO AUTONOMO -PEPM01000D","","","NO","SI"
"1262","PMPD","SCIENTIFICO TECNOLOGICO AUTONOMO -PEPM01000D","","","NO","SI"
"1263","PMPE","SCIENZE DELLA FORMAZIONE AUTONOMO -SIPM03000G","","","NO","SI"
"1264","PMPF","SOCIO PSICO PEDAGOGICO AUTONOMO -CSPM05000T","","","NO","SI"
"1265","PMPG","LINGUISTICO AUTONOMO -CSPM05000T","","","NO","SI"
"1266","PMPH","LINGUISTICO AUTONOMO -KRPM010006","","","NO","SI"
"1267","PMPI","SCIENZE DELLA FORMAZIONE AUTONOMO -KRPM010006","","","NO","SI"
"1268","PMPJ","SCIENZE DELLA FORMAZIONE AUTONOMO -PSPM03000T","","","NO","SI"
"1269","PMPK","PEDAGOGICO SOCIALE AUTONOMO -FIPM02000L","","","NO","SI"
"1270","PMPL","SCIENZE DELLA FORMAZIONE AUTONOMO -MNPM02000Q","","","NO","SI"
"1271","PMPM","SCIENTIFICO AMBIENTALE AUTONOMO -NAPM110003","","","NO","SI"
"1272","PMPN","SOCIO PSICO PEDAGOGICO AUTONOMO -MSPM03000N","","","NO","SI"
"1273","PMPP","LINGUISTICO AUTONOMO -MSPM03000N","","","NO","SI"
"1274","PMPQ","PEDAGOGICO SOCIALE AUTONOMO -MTPM01000G","","","NO","SI"
"1275","PMPR","LINGUISTICO AUTONOMO -MEPM010009","","","NO","SI"
"736","PM80","LINGUISTICO-ECONOMICO-GIURIDICO - VEPM02000G","","","NO","SI"
"737","PM81","LINGUISTICO - VEPM02000G","","","NO","SI"
"738","PM82","SOCIO-PSICO-PEDAGOGICO - VEPM02000G","","","NO","SI"
"739","PM83","SCIENTIFICO - VEPM02000G","","","NO","SI"
"740","PM84","PEDAGOGICO - VRPM01000L","","","NO","SI"
"741","PM86","LINGUISTICO - RGPM030003","","","NO","SI"
"742","PM88","PEDAGOGICO-LINGUISTICO - TVPM02000G","","","NO","SI"
"743","PM8I","LINGUISTICO - CAPM080004","","","NO","SI"
"744","PM8L","LINGUISTICO - SAPM03000T","","","NO","SI"
"745","PM8Q","LINGUISTICO - FGPM03000E","","","NO","SI"
"746","PM8R","PSICO-PEDAGOGICO - FGPM03000E","","","NO","SI"
"747","PM8T","LINGUISTICO - CAPM04000N","","","NO","SI"
"748","PM8Z","LINGUISTICO - RGPM02000C","","","NO","SI"
"749","PM92","PSICO-SOCIO-PEDAGOGICO - UDPM040005","","","NO","SI"
"750","PM93","LINGUISTICO - VAPM01000E","","","NO","SI"
"751","PM94","PEDAGOGICO - CHPM030006","","","NO","SI"
"752","PM95","TRIENNIO LINGUISTICO (C2) ""COMMISSIONE BROCCA""","","","NO","SI"
"753","PM96","TRIENNIO LINGUISTICO (C1) ""COMMISSIONE BROCCA""","","","NO","SI"
"754","PM97","TRIENNIO LINGUISTICO (C3) ""COMMISSIONE BROCCA""","","","NO","SI"
"755","PM98","LINGUA STRANIERA (3-3-3-3-3) SEZ. CLAS.","","","NO","SI"
"756","PM99","II LINGUA STRANIERA (4-4-3-3-3) SEZ. SCIENT.","","","NO","SI"
"757","PM9A","SOCIO-PSICO-PEDAGOGICO - NAPM02000R","","","NO","SI"
"758","PM9B","LINGUISTICO - NAPM03000B","","","NO","SI"
"657","PCUQ","BIENNIO - TBPC08000A","","","NO","SI"
"759","PM9C","SOCIO-PEDAGOGICO - PDPM01000V","","","NO","SI"
"760","PM9E","LINGUISTICO - PGPM010004","","","NO","SI"
"556","PCKL","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"557","PCKM","SCIENTIFICO ""COMMISSIONE BROCCA""","","","NO","SI"
"558","PCKN","SOCIO PSICO PEDAGOGICO ""COMMISSIONE BROCCA2","","","NO","SI"
"559","PCKP","SOCIO PSICO PEDAGOGICO AUTONOMO -BAPC04000L","","","NO","SI"
"560","PCKQ","PEDAGOGICO SOCIALE AUTONOMO -PTPC01000G","","","NO","SI"
"561","PCKR","SCIENZE DELLA FORMAZIONE AUTONOMO MIPC13000E","","","NO","SI"
"663","PCWC","ARTISTICO TBPC08000A","","","NO","SI"
"768","PM9P","PSICO-PEDAGOGICO - RMPM10000B","","","NO","SI"
"769","PM9R","PEDAGOGICO - RMPM130007","","","NO","SI"
"770","PM9V","ARTISTICO QUINQUENNIO ROPM01000Q","","","NO","SI"
"771","PM9W","PEDAGOGICO - UDPM02000X","","","NO","SI"
"772","PM9Z","LINGUISTICO - UDPM02000X","","","NO","SI"
"773","PMA1","C.M. 27 BIENNIO PEDAGOGICO SOC. 5","","","NO","SI"
"774","PMA2","C.M. 27 BIENNIO PEDAGOGICO SOC. 6","","","NO","SI"
"775","PMA3","C.M. 27 BIENNIO PEDAGOGICO SOC. 4","","","NO","SI"
"571","PCLB","PEDAGOGICO SOCIALE AUTONOMO ANPC03000B","","","NO","SI"
"572","PCLC","SCIENZE DELLA FORMAZIONE AUTONOMO FGPC10000B","","","NO","SI"
"573","PCLD","SCIENZE DELLA FORMAZIONE AUTONOMO SIPC02000R","","","NO","SI"
"574","PCLE","AMBIENTALE AUTONOMO TAPC01000D","","","NO","SI"
"575","PCLF","BENI CULTURALI AUTONOMO TAPC01000D","","","NO","SI"
"576","PCLG","CLASSICO AUTONOMO UDPC010005","","","NO","SI"
"577","PCLH","SCIENZE DELLA FORMAZIONE AUTONOMO -RNPC01000V","","","NO","SI"
"578","PCLI","LINGUISTICO AUTONOMO -TEPC030005","","","NO","SI"
"579","PCLJ","SCIENTIFICO AUTONOMO -TEPC030005","","","NO","SI"
"580","PCLK","SOCIO PSICO PEDAGOGICO AUTONOMO -TEPC030005","","","NO","SI"
"581","PCLL","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"582","PCLM","CLASSICO ""COMMISSIONE BROCCA""","","","NO","SI"
"583","PCLN","LINGUISTICO ""COMMISSIONE BROCCA""","","","NO","SI"
"584","PCLP","CLASSICO INTERNAZIONALE TEDESCO - BOPC02000A","","","NO","SI"
"585","PCLQ","SCIENTIFICO INTERNAZIONALE TEDESCO -BOPC02000A-","","","NO","SI"
"586","PCLR","LINGUISTICO INTERNAZIONALE TEDESCO - BOPC02000A -","","","NO","SI"
"587","PCLS","LINGUISTICO C.M. 27","","","NO","SI"
"588","PCLT","SCIENZE DELLA FORMAZIONE","","","NO","SI"
"589","PCLU","ORGANICO FUNZIONALE","","","NO","SI"
"590","PCLV","STORIA DELL'ARTE NEL GINNASIO SEZ.CLASS(1-1-1-1-2)","","","NO","SI"
"591","PCLW","SOCIO-PSICO-PEDAGOGICO","","","NO","SI"
"592","PCLX","SCIENTIFICO AD OPZIONE INTERNAZIONALE","","","NO","SI"
"593","PCR1","BIENNIO - BOPC02000A","","","NO","SI"
"594","PCRB","PNI FISICA (M 0-0-3-3-3/F 3-3-3-3-3) SEZ. SC. A049","","","NO","SI"
"595","PCRD","MAT. E FIS - FISICA PNI (M 2-2-3-2-2 /F 2-2-2-2-2) A049","","","NO","SI"
"596","PCRE","P.N.I. MAT. E FIS. BN/TN (M 4-4-3-3-3 /F 2-2-2-2-2) A049","","","NO","SI"
"597","PCRH","P.N.I. MATEMATICA (M 4-4-3-3-3/ F 0-0-0-2-3)","","","NO","SI"
"598","PCRI","II LINGUA STRANIERA (0-3-3-3-3) A046","","","NO","SI"
"599","PCRL","LINGUA STRANIERA (3-3-3-3-3) A046 C.M.198","","","NO","SI"
"600","PCRM","I LINGUA STRANIERA (3-3) A046","","","NO","SI"
"601","PCRQ","DIRITTO ED ECONOMIA (2-2-2-2-2) A019 C.M. 332","","","NO","SI"
"602","PCRX","BIENNIO LINGUISTICO (A) ""PROGETTO BROCCA""","","","NO","SI"
"603","PCRY","BIENNIO CLASSICO (A) ""PROGETTO BROCCA""","","","NO","SI"
"604","PCRZ","STORIA DELL'ARTE (0-0-3-3-3) A061","","","NO","SI"
"605","PCS0","SCIENTIFICO - RMPC19000P","","","NO","SI"
"606","PCS2","LINGUA E LETTERATURA ALBANESE (2-2-2-2)","","","NO","SI"
"607","PCS5","SCIENTIFICO INFORMATICO - RMPC27000A","","","NO","SI"
"608","PCS7","LETTERARIO CLASSICO - RMPC23000X","","","NO","SI"
"609","PCS8","LINGUISTICO MODERNO - RMPC23000X","","","NO","SI"
"610","PCS9","MATEMATICO SCIENTIFICO - RMPC23000X","","","NO","SI"
"611","PCSA","BIENNIO - AGPC02000G","","","NO","SI"
"612","PCSB","LINGUISTICO - AGPC02000G","","","NO","SI"
"613","PCSC","BIO-SOCIO SANITARIO - AGPC02000G","","","NO","SI"
"614","PCSE","LINGUISTICO LETTERARIO MODERNO - VIPC010004","","","NO","SI"
"615","PCSF","BIENNIO - PSPC020003","","","NO","SI"
"616","PCSG","LINGUISTICO MODERNO - PSPC020003","","","NO","SI"
"617","PCSJ","LINGUISTICO - CSPC110004","","","NO","SI"
"618","PCSK","PEDAGOGICO-LINGUISTICO - ANPC060007","","","NO","SI"
"619","PCSM","UMANISTICO MODERNO - TSPC02000N","","","NO","SI"
"620","PCST","SCIENTIFICO-NATURALISTICO - SPPC02000X","","","NO","SI"
"621","PCSV","LINGUISTICO - VIPC05000E","","","NO","SI"
"622","PCSW","PSICO-PEDAGOGICO - FGPC02003V","","","NO","SI"
"623","PCSX","BIENNIO - RMPC19000P","","","NO","SI"
"624","PCSY","CLASSICO - RMPC19000P","","","NO","SI"
"625","PCSZ","LINGUISTICO - RMPC19000P","","","NO","SI"
"626","PCT0","BIENNIO - TBPC010004","","","NO","SI"
"627","PCT1","CLASSICO - IBPC03000N","","","NO","SI"
"628","PCT3","TECNICO COMMERCIALE - IBPC03000N","","","NO","SI"
"629","PCT4","BIENNIO - IBPC020003","","","NO","SI"
"630","PCT8","LINGUISTICO -RMPC350002","","","NO","SI"
"631","PCTC","BIENNIO - TOPC040008","","","NO","SI"
"632","PCTD","LINGUISTICO - TOPC040008","","","NO","SI"
"633","PCTE","FISICO - MATEMATICO TOPC040008","","","NO","SI"
"634","PCTG","CLASSICO - LINGUISTICO MOPC020008","","","NO","SI"
"635","PCTK","SCIENTIFICO - TAPC070005","","","NO","SI"
"636","PCTL","BIENNIO - LEPC01000G","","","NO","SI"
"637","PCTM","SCIENTIFICO - LEPC01000G","","","NO","SI"
"638","PCTP","TECNICO INFORMATICO - LEPC01000G","","","NO","SI"
"639","PCTT","LINGUISTICO - SSPC060003","","","NO","SI"
"640","PCTW","SOCIO - PSICO - PEDAGOGICO - VIPC04000X","","","NO","SI"
"641","PCTX","SCIENTIFICO - VIPC04000X","","","NO","SI"
"642","PCTY","ARTISTICO MUSICALE - ARPC010002","","","NO","SI"
